cbsa_code,cluster,cluster_text,cluster_key_traits,cluster_candidate_name_1,cluster_candidate_name_2,cluster_candidate_name_3,coarse_cluster_final_name,cluster_description,cluster_tradeoffs,sub_cluster,sub_cluster_text,sub_cluster_key_traits,sub_cluster_candidate_name_1,sub_cluster_candidate_name_2,sub_cluster_candidate_name_3,cluster_final_name,sub_cluster_description,sub_cluster_tradeoffs
28700,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",18,Fast job growth / Car-dependent,job_growth: higher vs avg (0.05782 vs 0.02067) | population_growth: higher vs avg (0.04108 vs 0.01364) | stroke_share: higher vs avg (4.288 vs 3.862) | age_65_plus_share: higher vs avg (23.14 vs 20.81) | median_home_value_growth: higher vs avg (0.3751 vs 0.3121),Growing Older-Skew Metros,Booming but Aging Cities,Expansion-Phase Heartland,Booming but Aging Cities,Growing metros that still skew older and show some health-burden signals.,Growth upside; health profile not as strong.
28740,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,0,Snowier / Denser,annual_snowfall: higher vs avg (29.26 vs 9.316) | AsianAlone_B02001: lower vs avg (2.025e+04 vs 2.059e+04) | ProductionTransportation_C24010: higher vs avg (7011 vs 3106) | Construction_C24010: higher vs avg (7697 vs 4565) | ServiceOccupations_C24010: higher vs avg (8430 vs 4576),Snowy High-Earner Cities,Cold-Weather Power Metros,Snowbelt Prosperity Hubs,Snowbelt Prosperity Hubs,"Dense, very snowy metros with strong incomes and a work-heavy mix.",Winter intensity; higher day-to-day friction (weather/commute).
28780,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",7,Lower unemployment / Warmer,SomeOtherRace_B02001: higher vs avg (3.511e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (6.776e+04 vs 3.8e+04) | IndustryAgForestryMining_C24050: higher vs avg (5847 vs 2215) | NativeHawaiianPacificIslander_B02001: lower vs avg (427.4 vs 659) | age_22_34_share: higher vs avg (12.15 vs 9.324),Warm Job-Secure Metros,Sunbelt Stability Cities,Low-Unemployment Warm Hubs,Sunbelt Stability Cities,Warmer metros with notably better unemployment profiles.,May trade walkability for sprawl depending on metro.
28820,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",2,Lower poverty / Lower-income,AmericanIndianAlaskaNative_B02001: higher vs avg (3094 vs 2641) | stroke_share: higher vs avg (5.326 vs 3.862) | diabetes_share: higher vs avg (17.52 vs 12.94) | poverty_rate: higher vs avg (22.74 vs 14.67) | physical_inactivity_share: higher vs avg (35.92 vs 27.47),High-Need Health Burden Metros,Tough-Break Cities,Recovery & Resilience Regions,Recovery & Resilience Regions,Metros that stand out for compounding health and economic challenges.,Potential affordability; harder quality-of-life baseline.
28860,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",11,Lower violent crime / Weak population growth,water_area_sqmi: higher vs avg (198 vs 135.7) | water_area_m2: higher vs avg (5.129e+08 vs 3.514e+08) | annual_snowfall: lower vs avg (4.648 vs 9.316) | age_22_34_share: higher vs avg (12.73 vs 9.324) | population_growth: lower vs avg (-0.05182 vs 0.01364),Safe but Slow Metros,Quiet Stability Markets,Low-Crime Slow-Growth Cities,Safe but Slow Metros,Lower-crime metros that aren’t growing quickly.,Stability over dynamism; fewer breakout opportunities.
28880,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,16,Denser / High-rent,AsianAlone_B02001: higher vs avg (2.067e+05 vs 2.059e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (7027 vs 659) | SomeOtherRace_B02001: higher vs avg (1.862e+05 vs 2.397e+04) | IndustryInformation_C24050: higher vs avg (2.495e+04 vs 3138) | Construction_C24010: higher vs avg (3.458e+04 vs 4565),Elite Urban Job Centers,High-Income High-Rent Capitals,Top-Tier Career Cities,Top-Tier Career Cities,"Dense, expensive, high-income metros with strong professional job mix.",Cost and competition; less space.
28900,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",18,Fast job growth / Car-dependent,job_growth: higher vs avg (0.05782 vs 0.02067) | population_growth: higher vs avg (0.04108 vs 0.01364) | stroke_share: higher vs avg (4.288 vs 3.862) | age_65_plus_share: higher vs avg (23.14 vs 20.81) | median_home_value_growth: higher vs avg (0.3751 vs 0.3121),Growing Older-Skew Metros,Booming but Aging Cities,Expansion-Phase Heartland,Booming but Aging Cities,Growing metros that still skew older and show some health-burden signals.,Growth upside; health profile not as strong.
28940,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,6,High-rent / Denser,NativeHawaiianPacificIslander_B02001: higher vs avg (861.1 vs 659) | SomeOtherRace_B02001: higher vs avg (2.63e+04 vs 2.397e+04) | BlackAlone_B02001: higher vs avg (5.398e+04 vs 4.264e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.234e+04 vs 3.8e+04) | ServiceOccupations_C24010: lower vs avg (4205 vs 4576),High-Rent Dense Metros,Apartment-Heavy City Markets,Rent-First Urban Hubs,Rent-First Urban Hubs,Dense metros where rent runs high relative to the national baseline.,Less space per dollar; cost.
29020,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,14,Snowier / Less diverse,annual_snowfall: higher vs avg (25.6 vs 9.316) | industry_manufacturing_share: higher vs avg (22.12 vs 12.75) | water_area_sqmi: lower vs avg (62.41 vs 135.7) | water_area_m2: lower vs avg (1.616e+08 vs 3.514e+08) | snow_binary: higher vs avg (0.6667 vs 0.2727),Hard-Winter Factory Towns,Old-School Snowbelt Industry,Snowbelt Blue-Collar Strongholds,Snowbelt Blue-Collar Strongholds,"Cold, manufacturing-heavy snowbelt metros with lower diversity and fewer leisure-economy signals.",Winter + fewer lifestyle amenities; often more affordable.
29060,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,17,Cooler / Less diverse,annual_snowfall: higher vs avg (23.83 vs 9.316) | water_area_sqmi: higher vs avg (183.5 vs 135.7) | water_area_m2: higher vs avg (4.754e+08 vs 3.514e+08) | age_65_plus_share: higher vs avg (24.96 vs 20.81) | MedianAge_B01002: higher vs avg (44.7 vs 39.81),Older Snowbelt Settlers,Cold-Climate Retirement Towns,Snowy Mature Markets,Snowy Mature Markets,Snowbelt metros with an older age profile and somewhat better obesity outcomes.,Winter; slower youth/career churn.
29100,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,0,Snowier / Denser,annual_snowfall: higher vs avg (29.26 vs 9.316) | AsianAlone_B02001: lower vs avg (2.025e+04 vs 2.059e+04) | ProductionTransportation_C24010: higher vs avg (7011 vs 3106) | Construction_C24010: higher vs avg (7697 vs 4565) | ServiceOccupations_C24010: higher vs avg (8430 vs 4576),Snowy High-Earner Cities,Cold-Weather Power Metros,Snowbelt Prosperity Hubs,Snowbelt Prosperity Hubs,"Dense, very snowy metros with strong incomes and a work-heavy mix.",Winter intensity; higher day-to-day friction (weather/commute).
29180,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",13,Warmer / Lower poverty,BlackAlone_B02001: lower vs avg (3.402e+04 vs 4.264e+04) | water_area_sqmi: lower vs avg (116.3 vs 135.7) | water_area_m2: lower vs avg (3.012e+08 vs 3.514e+08) | poverty_rate: higher vs avg (22.19 vs 14.67) | job_growth: higher vs avg (0.08637 vs 0.02067),Warm Comfort Metros,Sunbelt Sweet-Spot Cities,Warm & Doing-Well Hubs,Sunbelt Sweet-Spot Cities,Warmer metros with better poverty outcomes.,Some may be car-dependent; housing can be trending up.
29200,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,10,More educated / Snowier,annual_snowfall: higher vs avg (16.02 vs 9.316) | age_22_34_share: higher vs avg (15.5 vs 9.324) | NativeHawaiianPacificIslander_B02001: lower vs avg (383.6 vs 659) | AsianAlone_B02001: lower vs avg (6855 vs 2.059e+04) | DoctorateDegree_B15003: lower vs avg (3129 vs 3902),Educated Snowbelt Cities,Winter College-Town Networks,Cold-Climate Knowledge Hubs,Cold-Climate Knowledge Hubs,Snowbelt metros with stronger education signals.,Winter; housing varies widely.
29260,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,20,Less diverse / Higher unemployment,annual_snowfall: higher vs avg (10.73 vs 9.316) | temp_seasonality: higher vs avg (48.76 vs 41.41) | jan_avg_temp: lower vs avg (24.54 vs 34.76) | industry_ag_forestry_mining_share: higher vs avg (3.877 vs 3.419) | cluster: lower vs avg (1 vs 2.039),Cold-Season Worktowns,Seasonal Recreation & Work Metros,Snow-Season Blue-Collar Mix,Cold-Season Worktowns,Seasonal metros with colder winters and a work-oriented mix.,Winter + lifestyle-health risk signals.
29300,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",13,Warmer / Lower poverty,BlackAlone_B02001: lower vs avg (3.402e+04 vs 4.264e+04) | water_area_sqmi: lower vs avg (116.3 vs 135.7) | water_area_m2: lower vs avg (3.012e+08 vs 3.514e+08) | poverty_rate: higher vs avg (22.19 vs 14.67) | job_growth: higher vs avg (0.08637 vs 0.02067),Warm Comfort Metros,Sunbelt Sweet-Spot Cities,Warm & Doing-Well Hubs,Sunbelt Sweet-Spot Cities,Warmer metros with better poverty outcomes.,Some may be car-dependent; housing can be trending up.
29340,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",13,Warmer / Lower poverty,BlackAlone_B02001: lower vs avg (3.402e+04 vs 4.264e+04) | water_area_sqmi: lower vs avg (116.3 vs 135.7) | water_area_m2: lower vs avg (3.012e+08 vs 3.514e+08) | poverty_rate: higher vs avg (22.19 vs 14.67) | job_growth: higher vs avg (0.08637 vs 0.02067),Warm Comfort Metros,Sunbelt Sweet-Spot Cities,Warm & Doing-Well Hubs,Sunbelt Sweet-Spot Cities,Warmer metros with better poverty outcomes.,Some may be car-dependent; housing can be trending up.
29380,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",13,Warmer / Lower poverty,BlackAlone_B02001: lower vs avg (3.402e+04 vs 4.264e+04) | water_area_sqmi: lower vs avg (116.3 vs 135.7) | water_area_m2: lower vs avg (3.012e+08 vs 3.514e+08) | poverty_rate: higher vs avg (22.19 vs 14.67) | job_growth: higher vs avg (0.08637 vs 0.02067),Warm Comfort Metros,Sunbelt Sweet-Spot Cities,Warm & Doing-Well Hubs,Sunbelt Sweet-Spot Cities,Warmer metros with better poverty outcomes.,Some may be car-dependent; housing can be trending up.
29420,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",5,Expensive housing / High-rent,water_area_sqmi: higher vs avg (210.4 vs 135.7) | water_area_m2: higher vs avg (5.448e+08 vs 3.514e+08) | age_65_plus_share: higher vs avg (32.98 vs 20.81) | MedianAge_B01002: higher vs avg (51.48 vs 39.81) | industry_arts_rec_accommodation_food_share: higher vs avg (11.86 vs 8.83),Luxury Housing Markets,High-Cost Homeowner Havens,Premium Price Metros,Premium Price Metros,Metros defined primarily by high housing costs.,Budget pressure; often requires higher income.
29460,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,12,Denser / High-rent,water_area_sqmi: higher vs avg (806.3 vs 135.7) | water_area_m2: higher vs avg (2.088e+09 vs 3.514e+08) | TwoOrMoreRaces_B02001: higher vs avg (1.492e+05 vs 3.8e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (1746 vs 659) | IndustryFinanceRealEstate_C24050: higher vs avg (3.556e+04 vs 1.115e+04),Dense High-Rent Cores,Compact Costly Cities,Transit-Lean Rent Markets,Compact Costly Cities,Dense metros where rent is a defining feature.,Cost vs access.
29470,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,6,High-rent / Denser,NativeHawaiianPacificIslander_B02001: higher vs avg (861.1 vs 659) | SomeOtherRace_B02001: higher vs avg (2.63e+04 vs 2.397e+04) | BlackAlone_B02001: higher vs avg (5.398e+04 vs 4.264e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.234e+04 vs 3.8e+04) | ServiceOccupations_C24010: lower vs avg (4205 vs 4576),High-Rent Dense Metros,Apartment-Heavy City Markets,Rent-First Urban Hubs,Rent-First Urban Hubs,Dense metros where rent runs high relative to the national baseline.,Less space per dollar; cost.
29540,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,0,Snowier / Denser,annual_snowfall: higher vs avg (29.26 vs 9.316) | AsianAlone_B02001: lower vs avg (2.025e+04 vs 2.059e+04) | ProductionTransportation_C24010: higher vs avg (7011 vs 3106) | Construction_C24010: higher vs avg (7697 vs 4565) | ServiceOccupations_C24010: higher vs avg (8430 vs 4576),Snowy High-Earner Cities,Cold-Weather Power Metros,Snowbelt Prosperity Hubs,Snowbelt Prosperity Hubs,"Dense, very snowy metros with strong incomes and a work-heavy mix.",Winter intensity; higher day-to-day friction (weather/commute).
29620,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,10,More educated / Snowier,annual_snowfall: higher vs avg (16.02 vs 9.316) | age_22_34_share: higher vs avg (15.5 vs 9.324) | NativeHawaiianPacificIslander_B02001: lower vs avg (383.6 vs 659) | AsianAlone_B02001: lower vs avg (6855 vs 2.059e+04) | DoctorateDegree_B15003: lower vs avg (3129 vs 3902),Educated Snowbelt Cities,Winter College-Town Networks,Cold-Climate Knowledge Hubs,Cold-Climate Knowledge Hubs,Snowbelt metros with stronger education signals.,Winter; housing varies widely.
29660,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,10,More educated / Snowier,annual_snowfall: higher vs avg (16.02 vs 9.316) | age_22_34_share: higher vs avg (15.5 vs 9.324) | NativeHawaiianPacificIslander_B02001: lower vs avg (383.6 vs 659) | AsianAlone_B02001: lower vs avg (6855 vs 2.059e+04) | DoctorateDegree_B15003: lower vs avg (3129 vs 3902),Educated Snowbelt Cities,Winter College-Town Networks,Cold-Climate Knowledge Hubs,Cold-Climate Knowledge Hubs,Snowbelt metros with stronger education signals.,Winter; housing varies widely.
29700,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",7,Lower unemployment / Warmer,SomeOtherRace_B02001: higher vs avg (3.511e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (6.776e+04 vs 3.8e+04) | IndustryAgForestryMining_C24050: higher vs avg (5847 vs 2215) | NativeHawaiianPacificIslander_B02001: lower vs avg (427.4 vs 659) | age_22_34_share: higher vs avg (12.15 vs 9.324),Warm Job-Secure Metros,Sunbelt Stability Cities,Low-Unemployment Warm Hubs,Sunbelt Stability Cities,Warmer metros with notably better unemployment profiles.,May trade walkability for sprawl depending on metro.
