cbsa_code,cbsa_name,cbsa_type,centroid_lat,centroid_lon,station_id,station_name,station_distance_km,avg_annual_temp,jan_avg_temp,jul_avg_temp,annual_precipitation,annual_snowfall,n_months_available,has_complete_year,temp_seasonality,snow_binary
30140,"Lebanon, PA Metro Area",1,40.371448,-76.464819,USC00364896,"LEBANON 2 W, PA US",4.244863602,52.99479452,30,75.2,49.3,25.1,12,TRUE,45.2,1
30180,"Le Mars, IA Micro Area",2,42.737585,-96.215864,USC00134735,"LE MARS, IA US",7.535357985,47.21506849,17.8,73.7,32.4,34.3,12,TRUE,55.9,1
30260,"Lewisburg, PA Micro Area",2,40.962179,-77.055475,USC00364976,"LEWISBURG, PA US",14.94292442,50.66657534,27.1,73.5,44.62,28,12,TRUE,46.4,1
30280,"Lewisburg, TN Micro Area",2,35.468329,-86.765868,USC00405187,"LEWISBURG EXP STN, TN US",7.184397622,59.53780822,38.3,78.8,55.96,,12,TRUE,40.5,0
30340,"Lewiston-Auburn, ME Metro Area",1,44.167681,-70.207435,USC00178817,"TURNER, ME US",13.31129748,45.33123288,20.6,69.6,51.45,79.2,12,TRUE,49,1
30460,"Lexington-Fayette, KY Metro Area",1,38.102876,-84.438545,USW00093820,"LEXINGTON BLUEGRASS AP, KY US",16.18653788,56.78520548,34,76.9,52.55,16.1,12,TRUE,42.9,1
30500,"Lexington Park, MD Metro Area",1,38.312696,-76.527935,USW00013721,"PATUXENT RIVER NAS, MD US",9.80801179,59.00164384,37.6,80,45.03,,12,TRUE,42.4,0
30620,"Lima, OH Metro Area",1,40.771627,-84.106103,USC00334551,"LIMA WWTP, OH US",5.574908568,51.29808219,26.4,73.7,43.92,24.2,12,TRUE,47.3,1
30660,"Lincoln, IL Micro Area",2,40.129277,-89.365309,USC00115079,"LINCOLN, IL US",3.388620843,52.29424658,26.3,74.3,40.13,,12,TRUE,48,0
30700,"Lincoln, NE Metro Area",1,40.817429,-96.868801,USW00014939,"LINCOLN MUNI AP, NE US",10.85884045,52.64219178,25.7,78.4,31,24.8,12,TRUE,52.7,1
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",1,34.755773,-92.400589,USC00034625,"MARCHE, AR US",14.69014462,60.76136986,38.8,81.1,60.63,,12,TRUE,42.3,0
30820,"Lock Haven, PA Micro Area",2,41.239508,-77.629009,USC00367409,"RENOVO, PA US",13.57707331,50.0909589,26.6,71.9,42.7,29.7,12,TRUE,45.3,1
31020,"Longview-Kelso, WA Metro Area",1,46.196785,-122.67846,USC00454769,"LONGVIEW, WA US",19.02746284,53.56054795,41.5,67.1,48.53,,12,TRUE,25.6,0
31060,"Los Alamos, NM Micro Area",2,35.870047,-106.307968,USC00295084,"LOS ALAMOS, NM US",1.36354128,50.3139726,29.9,70.1,17.12,35.2,12,TRUE,40.2,1
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",1,34.108703,-118.182753,USC00046719,"PASADENA, CA US",5.626234607,66.68657534,57.5,76.5,16.82,,12,TRUE,19,0
31140,"Louisville/Jefferson County, KY-IN Metro Area",1,38.224363,-85.701989,USW00013810,"LOUISVILLE BOWMAN FLD, KY US",3.379001,58.30328767,35.3,78.8,52.44,,12,TRUE,43.5,0
31180,"Lubbock, TX Metro Area",1,33.469794,-101.880412,USC00415409,"LUBBOCK WFO, TX US",6.495657524,62.23123288,42.1,81.4,19.62,,12,TRUE,39.3,0
31300,"Lumberton, NC Micro Area",2,34.63921,-79.100881,USW00013776,"LUMBERTON MUNI AP, NC US",5.149039397,64.0860274,45.2,81.8,43.16,,12,TRUE,36.6,0
31420,"Macon-Bibb County, GA Metro Area",1,32.856216,-83.714305,USW00003813,"MACON MIDDLE GA RGNL AP, GA US",19.91984718,65.82246575,47.6,82.5,46.73,,12,TRUE,34.9,0
31540,"Madison, WI Metro Area",1,43.083846,-89.597745,USC00471416,"CHARMANY FARM, WI US",9.785392289,46.76958904,19.1,72.2,42.39,,12,TRUE,53.1,0
31680,"Malvern, AR Micro Area",2,34.315177,-92.944147,USW00003962,"HOT SPRINGS ASOS, AR US",11.00378968,63.60438356,42.8,83,52.81,,12,TRUE,40.2,0
31700,"Manchester-Nashua, NH Metro Area",1,42.911532,-71.723055,USC00272302,"E MILFORD, NH US",12.3049719,48.4169863,24.9,72.3,48.25,58.4,12,TRUE,47.4,1
31860,"Mankato, MN Metro Area",1,44.15481,-94.147801,USC00217405,"ST PETER, MN US",23.60352805,44.50136986,13.6,72.2,32.82,,12,TRUE,58.6,0
31900,"Mansfield, OH Metro Area",1,40.774159,-82.542781,USW00014891,"MANSFIELD LAHM MUNI AP, OH US",5.54486555,51.16849315,26.9,73.2,43.29,49.6,12,TRUE,46.3,1
31930,"Marietta, OH Micro Area",2,39.450676,-81.490636,USC00334927,"MARIETTA WWTP, OH US",6.82383705,54.53589041,31.6,75.5,46.43,,12,TRUE,43.9,0
31940,"Marinette, WI-MI Micro Area",2,45.435279,-87.769216,USC00471897,"CRIVITZ HIGH FALLS, WI US",34.12355524,41.77369863,14.8,67.8,33.3,,12,TRUE,53,0
32000,"Marion, NC Micro Area",2,35.682271,-82.048044,USC00315340,"MARION, NC US",3.599761073,58.4030137,38.7,76.4,59.95,,12,TRUE,37.7,0
32020,"Marion, OH Micro Area",2,40.588034,-83.168803,USC00334942,"MARION 2 N, OH US",4.375404241,51.08657534,26.3,73.4,42.21,,12,TRUE,47.1,0
32060,"Marion-Herrin, IL Micro Area",2,37.730353,-88.930018,USC00111265,"CARBONDALE SEWAGE PLT, IL US",20.7356341,56.43232877,32.7,78,51.59,,12,TRUE,45.3,0
32280,"Martin, TN Micro Area",2,36.303596,-88.721194,USC00402600,"DRESDEN, TN US",2.588766101,59.0309589,36.2,78.9,56.31,,12,TRUE,42.7,0
32420,"Mayagüez, PR Metro Area",1,18.01917,-67.166597,RQC00662801,"COLOSO, PR RQ",40.224521,78.70657534,75.6,80.7,79.66,,12,TRUE,5.1,0
32460,"Mayfield, KY Micro Area",2,36.723344,-88.649897,USC00155694,"MURRAY, KY US",32.87846292,59.1660274,36.1,79.7,60.33,7.3,12,TRUE,43.6,1
32580,"McAllen-Edinburg-Mission, TX Metro Area",1,26.396384,-98.18099,USC00412758,"EDINBURG, TX US",11.17653929,75.22,59.7,86.6,26.53,,12,TRUE,26.9,0
32740,"Meadville, PA Micro Area",2,41.687876,-80.107795,USW00004843,"PORT MEADVILLE AP, PA US",11.22727474,49.13452055,25.9,71,44.39,,12,TRUE,45.1,0
32780,"Medford, OR Metro Area",1,42.411621,-122.675611,USW00024225,"MEDFORD ROGUE VLY AP, OR US",16.49624338,56.27643836,40.2,76.3,17.6,4.3,12,TRUE,36.1,1
32820,"Memphis, TN-MS-AR Metro Area",1,35.010307,-89.820503,USC00226527,"OLIVE BRANCH, MS US",6.360967148,61.56712329,39.6,80.7,60.37,,12,TRUE,41.1,0
32860,"Menomonie, WI Micro Area",2,44.947751,-91.897645,USC00475335,"MENOMONIE, WI US",8.729385952,44.49452055,14.8,71.3,35.3,,12,TRUE,56.5,0
32900,"Merced, CA Metro Area",1,37.194806,-120.722802,USW00093243,"MERCED 23 WSW, CA US",14.93835759,60.03123288,45.7,75.1,9.11,,12,TRUE,29.4,0
33020,"Mexico, MO Micro Area",2,39.214481,-91.843418,USC00238577,"VANDALIA, MO US",31.93378546,53.22164384,27.4,76.3,42.48,,12,TRUE,48.9,0
33060,"Miami, OK Micro Area",2,36.835764,-94.802681,USC00230163,"ANDERSON 3W, MO US",35.33752356,57.51479452,35.1,79,51.43,,12,TRUE,43.9,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1,26.101828,-80.478755,USW00092809,"HOLLYWOOD NORTH PERRY AP, FL US",26.35609325,77.63616438,68.2,84.4,60.22,,12,TRUE,16.2,0
33140,"Michigan City-La Porte, IN Metro Area",1,41.549013,-86.744739,USC00124837,"LAPORTE, IN US",7.081836912,50.24849315,24.5,73.3,44.55,69.7,12,TRUE,48.8,1
33180,"Middlesborough, KY Micro Area",2,36.728928,-83.680718,USC00150381,"BARBOURVILLE, KY US",24.7471655,56.44767123,34.5,75.9,55.9,,12,TRUE,41.4,0
33220,"Midland, MI Metro Area",1,43.648203,-84.379414,USC00205434,"MIDLAND, MI US",15.00245536,48.40547945,23.8,72.3,35.64,,12,TRUE,48.5,0
33260,"Midland, TX Metro Area",1,32.092359,-101.994539,USW00023023,"MIDLAND ODESSA, TX US",24.70835613,66.07452055,45.2,84.3,13.85,4.4,12,TRUE,39.1,1
33340,"Milwaukee-Waukesha, WI Metro Area",1,42.912643,-87.862312,USC00477964,"SOUTH MILWAUKEE WWTP, WI US",1.659326837,48.68657534,23.6,72.9,38.82,,12,TRUE,49.3,0
33380,"Minden, LA Micro Area",2,32.732152,-93.339825,USC00166244,"MINDEN, LA US",14.72417728,65.75506849,45.8,83.6,57.42,0.7,12,TRUE,37.8,1
33420,"Mineral Wells, TX Micro Area",2,32.752204,-98.317967,USW00093985,"MINERAL WELLS AP, TX US",24.31449413,65.7139726,45.3,84.5,32.02,,12,TRUE,39.2,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1,45.096664,-93.275361,USW00094960,"MPLS CRYSTAL AP, MN US",7.073074944,46.31287671,16.4,74.2,30.03,,12,TRUE,57.8,0
33620,"Moberly, MO Micro Area",2,39.439249,-92.492959,USC00235671,"MOBERLY, MO US",5.296566161,54.61178082,28.7,77.3,44.95,16.7,12,TRUE,48.6,1
33660,"Mobile, AL Metro Area",1,30.684572,-88.196568,USW00013894,"MOBILE, AL US",4.164578008,68.03424658,51.1,82,65.74,0.2,12,TRUE,30.9,1
33700,"Modesto, CA Metro Area",1,37.562316,-121.002831,USW00023258,"MODESTO CITY CO AP, CA US",8.278184998,63.5030137,47.9,79.7,10.92,,12,TRUE,31.8,0
33740,"Monroe, LA Metro Area",1,32.67396,-92.058318,USW00013942,"MONROE RGNL AP, LA US",17.68691113,66.2260274,47,83,56.74,,12,TRUE,36,0
33780,"Monroe, MI Metro Area",1,41.916097,-83.487106,USC00202308,"DUNDEE, MI US",14.07523658,49.86027397,25.3,73.3,36.17,,12,TRUE,48,0
33860,"Montgomery, AL Metro Area",1,32.365631,-86.404585,USW00013895,"MONTGOMERY AP, AL US",7.336316835,66.99315068,48.2,83.1,51.35,,12,TRUE,34.9,0
33900,"Monticello, IN Micro Area",2,40.75095,-86.864293,USC00121417,"CHALMERS 5 W, IN US",12.21315655,50.26630137,24.2,72.4,42.59,23.1,12,TRUE,48.2,1
33910,"Monticello, NY Micro Area",2,41.719993,-74.771577,USC00304731,"LIBERTY 1 NE, NY US",9.455399156,45.77342466,22.3,68.9,55.54,,12,TRUE,46.6,0
33980,"Morehead City, NC Micro Area",2,34.858343,-76.53586,USW00093765,"BEAUFORT MICHAEL J SMITH FLD, NC US",17.94819698,64.25150685,46.4,80.5,56.63,,12,TRUE,34.1,0
34100,"Morristown, TN Metro Area",1,36.115484,-83.376546,USC00406272,"MORRISTOWN WFO, TN US",6.328396947,58.77808219,37.6,76.8,48.72,9.1,12,TRUE,39.2,1
34140,"Moscow, ID Micro Area",2,46.81892,-116.730974,USC00107301,"POTLATCH 3 NNE, ID US",18.32951218,47.17068493,31.3,66.8,22.92,,12,TRUE,35.5,0
34180,"Moses Lake, WA Micro Area",2,47.213633,-119.467788,USW00024141,"EPHRATA MUNI AP, WA US",11.06776005,51.7339726,29.8,76.2,7.09,,12,TRUE,46.4,0
34300,"Mountain Home, ID Micro Area",2,43.394698,-115.471205,USC00101018,"BOISE LUCKY PEAK DAM, ID US",49.24429024,52.42109589,31.2,76.8,15.42,,12,TRUE,45.6,0
34340,"Mount Airy, NC Micro Area",2,36.415416,-80.686463,USC00315890,"MT AIRY 2 W, NC US",9.480556786,56.04520548,35.9,74.9,53.43,,12,TRUE,39,0
34380,"Mount Pleasant, MI Micro Area",2,43.645233,-84.839424,USC00205662,"CENTRAL MICHIGAN UNIV, MI US",8.686320573,48.05616438,23.3,72.8,37.97,,12,TRUE,49.5,0
34460,"Mount Sterling, KY Micro Area",2,38.039616,-83.747734,USC00155640,"MT STERLING, KY US",16.3812498,54.15315068,31.9,74.7,53.55,,12,TRUE,42.8,0
34540,"Mount Vernon, OH Micro Area",2,40.40362,-82.422393,USC00332044,"DANVILLE 2 W, OH US",10.7469276,49.58273973,26,70.8,43.82,,12,TRUE,44.8,0
34580,"Mount Vernon-Anacortes, WA Metro Area",1,48.493292,-121.81577,USC00451679,"CONCRETE PPL FISH STN, WA US",7.482871915,50.61643836,37.9,64.6,72.68,,12,TRUE,26.7,0
34620,"Muncie, IN Metro Area",1,40.227543,-85.399262,USW00094895,"MUNCIE DELAWARE CO AP, IN US",0.882589854,54.04191781,29.2,75.8,40.89,,12,TRUE,46.6,0
34680,"Murrells Inlet, SC Micro Area",2,33.417531,-79.296333,USC00383470,"GEORGETOWN CO AP, SC US",11.45643716,65.70109589,48.1,81.9,54.99,,12,TRUE,33.8,0
34700,"Muscatine, IA Micro Area",2,41.483776,-91.118699,USC00135844,"MUSCATINE 2N, IA US",6.178366881,50.40739726,22.6,74.6,41.23,32.1,12,TRUE,52,1
34740,"Muskegon-Norton Shores, MI Metro Area",1,43.428739,-86.420908,USC00205567,"MONTAGUE 4 NW, MI US",3.642149318,47.45205479,25.3,69.3,40.05,,12,TRUE,44,0
34780,"Muskogee, OK Micro Area",2,35.617551,-95.383911,USW00093953,"MUSKOGEE DAVIS FLD, OK US",4.805067521,61.23452055,39.2,81.9,44.83,,12,TRUE,42.7,0
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",1,33.909269,-78.976675,USW00093718,"N MYRTLE BCH AP, SC US",25.7385167,64.55150685,46.8,80.7,49.24,,12,TRUE,33.9,0
34900,"Napa, CA Metro Area",1,38.5071,-122.325904,USC00040212,"ANGWIN PACIFIC UNION COLLEGE, CA US",12.3842794,57.83232877,47.4,69.7,35.61,,12,TRUE,22.3,0
34940,"Naples-Marco Island, FL Metro Area",1,26.118786,-81.400955,USW00092826,"EVERGLADES CITY 5 NE, FL US",25.7235279,76.02328767,65.2,83.7,54.5,,12,TRUE,18.5,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1,36.091577,-86.72298,USW00013897,"NASHVILLE INTL AP, TN US",4.294209216,61.28136986,39.6,80.8,51.45,3.9,12,TRUE,41.2,1
35100,"New Bern, NC Micro Area",2,35.116829,-77.08132,USW00093719,"NEW BERN CRAVEN CO AP, NC US",6.233549413,63.16219178,44.5,80.4,54.24,,12,TRUE,35.9,0
35140,"Newberry, SC Micro Area",2,34.289881,-81.599676,USC00386209,"NEWBERRY, SC US",1.951134652,62.42109589,42.8,80.5,46.77,,12,TRUE,37.7,0
35220,"New Castle, IN Micro Area",2,39.929591,-85.397363,USC00126164,"NEW CASTLE 3 SW, IN US",3.939236701,50.80136986,26,72.2,46.7,24.9,12,TRUE,46.2,1
35300,"New Haven, CT Metro Area",1,41.290167,-72.837024,USW00014758,"NEW HAVEN TWEED AP, CT US",5.110017378,53.09342466,31.5,75.5,41.32,,12,TRUE,44,0
35340,"New Iberia, LA Micro Area",2,29.606013,-91.842706,USC00163313,"FRANKLIN 3 NW, LA US",37.6138651,69.1860274,53.1,82,66.11,,12,TRUE,28.9,0
35380,"New Orleans-Metairie, LA Metro Area",1,29.282447,-89.576068,USW00012884,"BOOTHVILLE ASOS, LA US",17.28799343,70.84986301,55,83.3,53.18,,12,TRUE,28.3,0
35420,"New Philadelphia-Dover, OH Micro Area",2,40.447439,-81.471166,USW00004852,"NEW PHILADELPHIA FLD, OH US",4.857257454,52.32164384,29,73.6,39.62,,12,TRUE,44.6,0
35460,"Newport, TN Micro Area",2,35.916198,-83.119224,USC00406534,"NEWPORT 1 NW, TN US",10.46873598,59.15945205,38.3,77.7,46.81,3.8,12,TRUE,39.4,1
35580,"New Ulm, MN Micro Area",2,44.246541,-94.733647,USC00215888,"NEW ULM 3SE, MN US",26.44558327,44.61643836,14.2,71.7,34.21,,12,TRUE,57.5,0
35620,"New York-Newark-Jersey City, NY-NJ Metro Area",1,40.735425,-73.80773,USW00014732,"NEW YORK LAGUARDIA AP, NY US",7.827644525,57.46082192,35.2,80.1,46.97,29.8,12,TRUE,44.9,1
35660,"Niles, MI Metro Area",1,41.791382,-86.742543,USC00124837,"LAPORTE, IN US",20.00818418,50.24849315,24.5,73.3,44.55,69.7,12,TRUE,48.8,1
35700,"Nogales, AZ Micro Area",2,31.525733,-110.845228,USW00003196,"NOGALES INTL AP, AZ US",11.66815945,65.29835616,49.9,80.9,14.95,,12,TRUE,31,0
35840,"North Port-Bradenton-Sarasota, FL Metro Area",1,27.329055,-82.414533,USC00086065,"MYAKKA RVR SP, FL US",13.93656187,74.14438356,62.5,82.9,60.06,,12,TRUE,20.4,0
35940,"Norwalk, OH Micro Area",2,41.14508,-82.594641,USC00336118,"NORWALK WWTP, OH US",13.64887436,51.10849315,26.7,74.1,41.32,31.4,12,TRUE,47.4,1
35980,"Norwich-New London-Willimantic, CT Metro Area",1,41.484769,-72.101666,USC00065910,"NORWICH PUBLIC UTILITY PLT, CT US",5.559648917,52.42547945,30.3,75.4,51.65,,12,TRUE,45.1,0
36020,"Oak Harbor, WA Micro Area",2,48.158554,-122.670649,USC00451783,"COUPEVILLE 1 S, WA US",5.623727505,50.32739726,40.4,61.4,22.31,,12,TRUE,21,0
36180,"Ocean Pines, MD Micro Area",2,38.222133,-75.309931,USC00188380,"SNOW HILL 4 N, MD US",5.877016998,59.96273973,39.7,80,47.44,,12,TRUE,40.3,0
36220,"Odessa, TX Metro Area",1,31.865301,-102.542507,USW00003031,"ODESSA SCHLEMEYER FLD, TX US",15.94303352,65.35013699,45,83.4,13.35,,12,TRUE,38.4,0
36260,"Ogden, UT Metro Area",1,41.124342,-111.866933,USC00429346,"WEBER BASIN PUMP PLT 3, UT US",4.172039272,50.78383562,27.4,77.5,26.1,,12,TRUE,50.1,0
36380,"Okeechobee, FL Micro Area",2,27.385592,-80.887388,USC00084621,"KISSIMMEE PRAIRIE PRESERVE, FL US",29.26479744,73.23945205,61.7,82.1,54.28,,12,TRUE,20.4,0
36420,"Oklahoma City, OK Metro Area",1,35.430968,-97.506966,USW00013967,"OKLAHOMA CITY WILL ROGERS AP, OK US",9.68966934,60.68794521,38.8,82.1,38.33,7.4,12,TRUE,43.3,1
36460,"Olean, NY Micro Area",2,42.239099,-78.662332,USC00304808,"LITTLE VALLEY, NY US",12.3942379,45.3890411,22.4,67.2,49.64,,12,TRUE,44.8,0
36500,"Olympia-Lacey-Tumwater, WA Metro Area",1,46.935822,-122.830152,USW00024227,"OLYMPIA AP, WA US",6.941929067,50.57068493,39.6,64.5,51.38,,12,TRUE,24.9,0
36540,"Omaha, NE-IA Metro Area",1,41.290459,-95.99997,USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",8.702269079,52.67205479,24.8,78.5,32.5,26.5,12,TRUE,53.7,1
36620,"Ontario, OR-ID Micro Area",2,43.225869,-117.619933,USC00357310,"ROME 2 NW, OR US",40.88231612,49.13205479,29.2,72.9,8.52,,12,TRUE,43.7,0
36660,"Opelousas, LA Micro Area",2,30.583441,-91.989274,USC00163800,"GRAND COTEAU, LA US",19.10202092,68.64191781,52.5,82,64.6,,12,TRUE,29.5,0
36700,"Orangeburg, SC Micro Area",2,33.436135,-80.802913,USW00053854,"ORANGEBURG MUNI AP, SC US",5.856378379,65.60493151,47.7,82,43.45,,12,TRUE,34.3,0
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",1,28.434396,-81.356084,USW00012815,"ORLANDO INTL AP, FL US",3.039926685,73.53041096,60.8,82.8,48.67,0,12,TRUE,22,0
36780,"Oshkosh-Neenah, WI Metro Area",1,44.085707,-88.668149,USC00476330,"OSHKOSH, WI US",11.40959203,47.01835616,19,73.1,35.98,41,12,TRUE,54.1,1
36820,"Oskaloosa, IA Micro Area",2,41.330797,-92.636366,USC00136327,"OSKALOOSA, IA US",1.355158698,50.35315068,21.7,75.6,42.88,,12,TRUE,53.9,0
36837,"Ottawa, IL Micro Area",2,41.356488,-89.173385,USC00114012,"HENNEPIN, IL US",17.83192024,51.71753425,25,74.7,41.4,,12,TRUE,49.7,0
36830,"Othello, WA Micro Area",2,47.011238,-118.512861,USC00454679,"LIND 3 NE, WA US",4.138009272,51.11232877,32.6,72.6,10.33,,12,TRUE,40,0
36840,"Ottawa, KS Micro Area",2,38.558019,-95.278962,USC00146128,"OTTAWA, KS US",6.149050868,54.62219178,29.6,78.3,40.28,,12,TRUE,48.7,0
36940,"Owatonna, MN Micro Area",2,44.015261,-93.220453,USC00216287,"OWATONNA, MN US",9.188632543,45.1739726,14.3,72.7,36.79,50.1,12,TRUE,58.4,1
37020,"Owosso, MI Micro Area",2,42.951545,-84.146352,USC00206300,"OWOSSO WWTP, MI US",7.682324245,48.14575342,23.9,71.6,36.59,,12,TRUE,47.7,0
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",1,34.358748,-119.133145,USC00046399,"OJAI, CA US",13.15253162,61.00246575,50.6,73.1,16.28,,12,TRUE,22.5,0
37120,"Ozark, AL Micro Area",2,31.430654,-85.609476,USW00013839,"DOTHAN RGNL AP, AL US",19.43357502,68.29726027,51,83,53.11,,12,TRUE,32,0
37140,"Paducah, KY-IL Metro Area",1,37.094234,-88.71705,USW00003816,"PADUCAH, KY US",5.656060455,59.20027397,36.2,79.7,54.41,9.1,12,TRUE,43.5,1
37220,"Pahrump, NV Micro Area",2,37.965864,-116.459011,USW00023153,"TONOPAH, NV US",56.11505856,53.41369863,34.3,76.7,4.48,,12,TRUE,42.4,0
37260,"Palatka, FL Micro Area",2,29.593896,-81.732039,USC00082915,"FEDERAL PT, FL US",25.86676028,71.13287671,56.8,82,51.27,,12,TRUE,25.2,0
37500,"Paragould, AR Micro Area",2,36.120607,-90.566346,USC00035563,"PARAGOULD 1S, AR US",11.46951458,59.93972603,37.4,80.4,55.78,,12,TRUE,43,0
37620,"Parkersburg-Vienna, WV Metro Area",1,39.141531,-81.460402,USW00013867,"PARKERSBURG, WV US",17.61824405,55.47506849,32.3,76.6,45.6,,12,TRUE,44.3,0
37740,"Payson, AZ Micro Area",2,33.789618,-110.81187,USC00027281,"ROOSEVELT 1 S, AZ US",31.61541239,69.8430137,49.5,90.3,14.68,,12,TRUE,40.8,0
37800,"Pella, IA Micro Area",2,41.331433,-93.093868,USW00054902,"DES MOINES 17 E, IA US",29.65628856,49.81479452,22,74.1,40.04,,12,TRUE,52.1,0
37900,"Peoria, IL Metro Area",1,40.788069,-89.514639,USW00014842,"PEORIA GTR PEORIA AP, IL US",19.57469452,53.10164384,26,76.7,41.48,30.1,12,TRUE,50.7,1
37940,"Peru, IN Micro Area",2,40.772883,-86.044258,USC00129138,"WABASH, IN US",18.51203748,51.49890411,25.7,74.6,40.98,,12,TRUE,48.9,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1,39.894958,-75.311982,USW00013739,"PHILADELPHIA INTL AP, PA US",7.511140741,57.05945205,34.3,79.7,47.62,25.2,12,TRUE,45.4,1
38060,"Phoenix-Mesa-Chandler, AZ Metro Area",1,33.185765,-112.067862,USW00023183,"PHOENIX SKY HARBOR INTL AP, AZ US",27.5616805,76.08986301,56.7,96,6.45,,12,TRUE,39.3,0
38100,"Picayune, MS Micro Area",2,30.774793,-89.586904,USC00227128,"POPLARVILLE EXP STN, MS US",8.346144664,66.48109589,49,81,64.75,,12,TRUE,32,0
38220,"Pine Bluff, AR Micro Area",2,34.121115,-92.041969,USW00093988,"PINE BLUFF GRIDER FLD, AR US",11.54745991,63.29260274,42.9,81.6,52.94,,12,TRUE,38.7,0
38240,"Pinehurst-Southern Pines, NC Metro Area",1,35.308273,-79.492723,USC00311515,"CARTHAGE WTP, NC US",8.23501082,61.26109589,41.6,79.8,48.34,,12,TRUE,38.2,0
38300,"Pittsburgh, PA Metro Area",1,40.471332,-79.863986,USC00360022,"ACMETONIA LOCK 3, PA US",8.295261175,51.45753425,27.7,73.2,47.89,,12,TRUE,45.5,0
38380,"Plainview, TX Micro Area",2,34.066933,-101.571422,USC00417079,"PLAINVIEW, TX US",18.15873886,60.03808219,38.8,80.6,18.84,7.4,12,TRUE,41.8,1
38500,"Plymouth, IN Micro Area",2,41.325003,-86.269036,USC00126989,"PLYMOUTH, IN US",5.793725199,50.4509589,24.8,73.4,41.38,58.9,12,TRUE,48.6,1
38660,"Ponce, PR Metro Area",1,18.022864,-66.645703,RQC00660061,"ADJUNTAS SUBSTN, PR RQ",23.31257294,71.17506849,67.7,73.9,82.05,,12,TRUE,6.2,0
38700,"Pontiac, IL Micro Area",2,40.894376,-88.552852,USC00111475,"CHENOA, IL US",22.02259148,50.79342466,23.7,73.6,40.77,,12,TRUE,49.9,0
38860,"Portland-South Portland, ME Metro Area",1,43.651417,-70.418375,USW00014764,"PORTLAND INTL JETPORT, ME US",9.501836629,48.16465753,25.4,71.2,50.85,71.2,12,TRUE,45.8,1
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1,45.600622,-122.484378,USC00356750,"PORTLAND WFO, OR US",6.116830199,54.42410959,41,69.8,43.63,5.1,12,TRUE,28.8,1
38920,"Port Lavaca, TX Micro Area",2,28.441719,-96.579574,USC00417140,"PT COMFORT, TX US",24.11064296,71.54219178,54.8,84.6,39.22,,12,TRUE,29.8,0
38940,"Port St. Lucie, FL Metro Area",1,27.228046,-80.425388,USC00088620,"STUART, FL US",18.85138476,75.51726027,64.9,83.5,58.62,,12,TRUE,18.6,0
39020,"Portsmouth, OH Micro Area",2,38.814889,-82.998675,USC00336781,"PORTSMOUTH-SCIOTOVILLE, OH US",11.61617169,55.42438356,32.4,76.2,43.69,,12,TRUE,43.8,0
39300,"Providence-Warwick, RI-MA Metro Area",1,41.70684,-71.286687,USC00377581,"TIVERTON, RI US",10.99260466,52.48712329,30.3,75.7,50.63,36.1,12,TRUE,45.4,1
39340,"Provo-Orem-Lehi, UT Metro Area",1,39.872067,-112.359059,USC00425138,"LITTLE SAHARA REC AREA, UT US",16.76703389,50.12630137,25.4,77.1,12.11,,12,TRUE,51.7,0
39380,"Pueblo, CO Metro Area",1,38.162765,-104.484668,USC00058992,"WFO PUEBLO, CO US",13.3926887,53.49917808,31.8,77.5,13.45,,12,TRUE,45.7,0
39420,"Pullman, WA Micro Area",2,46.905944,-117.53539,USC00457267,"ST JOHN, WA US",21.20880637,49.43561644,32.4,69.7,16.79,29.2,12,TRUE,37.3,1
39460,"Punta Gorda, FL Metro Area",1,26.906396,-82.003657,USC00087397,"PUNTA GORDA 4 ESE, FL US",1.140824743,75.92712329,64.3,84.4,54.04,,12,TRUE,20.1,0
39480,"Putnam, CT Micro Area",2,41.842375,-71.972655,USC00063420,"HAMPTON, CT US",10.66666785,49.20849315,27.9,71,51.47,,12,TRUE,43.1,0
39500,"Quincy, IL-MO Micro Area",2,40.027165,-91.389838,USC00117077,"QUINCY DAM 21, IL US",14.1254048,54.04054795,27.5,77.5,39.82,,12,TRUE,50,0
39540,"Racine-Mount Pleasant, WI Metro Area",1,42.780392,-87.771599,USW00094818,"RACINE BATTEN AP, WI US",4.044186059,48.6860274,23.9,72.7,32.72,,12,TRUE,48.8,0
39580,"Raleigh-Cary, NC Metro Area",1,35.756746,-78.460441,USC00311820,"CLAYTON WTP, NC US",12.89520941,60.41178082,40.8,79.1,52.98,,12,TRUE,38.3,0
39660,"Rapid City, SD Metro Area",1,44.195108,-102.916612,USW00024090,"RAPID CITY RGNL AP, SD US",20.11277019,46.7090411,25.2,73.1,18.46,52.2,12,TRUE,47.9,1
